! vel (kms)  freq (GHz) flux (mJy)
   1465.17    207.685       3.4
   1422.08    207.715       5.1
   1378.98    207.745       5.1
   1335.89    207.775       3.3
   1292.80    207.805       3.3
   1249.70    207.835       5.0
   1206.61    207.865       4.6
   1163.52    207.895       2.6
   1120.42    207.925       4.1
   1077.33    207.955       4.2
   1034.24    207.985       3.9
    991.14    208.015       4.5
    948.05    208.045       4.3
    904.96    208.075       5.1
    861.86    208.105       6.2
    818.77    208.135       5.7
    775.68    208.165       5.9
    732.59    208.195       7.2
    689.49    208.225       6.2
    646.40    208.255       4.0
    603.31    208.285       5.8
    560.21    208.315       5.3
    517.12    208.345       2.2
    474.03    208.375       7.6
    430.93    208.405       6.4
    387.84    208.435       6.5
    344.75    208.465       4.7
    301.65    208.495       5.9
    258.56    208.525       4.6
    215.47    208.555       7.3
    172.37    208.585       9.4
    129.28    208.615       5.1
     86.19    208.645       6.2
     43.09    208.675       6.7
      0.00    208.705       4.2
    -43.09    208.735       6.2
    -86.19    208.765       4.4
   -129.28    208.795       4.9
   -172.37    208.825       5.3
   -215.47    208.855       6.9
   -258.56    208.885       5.8
   -301.65    208.915       6.9
   -344.75    208.945       6.7
   -387.84    208.975       5.8
   -430.93    209.005       2.7
   -474.03    209.035       6.6
   -517.12    209.065       6.0
   -560.21    209.095       4.3
   -603.31    209.125       3.9
   -646.40    209.155       7.9
   -689.49    209.185       5.9
   -732.59    209.215       7.1
   -775.68    209.245       4.8
   -818.77    209.275       5.4
   -861.86    209.305       5.1
   -904.96    209.335       5.3
   -948.05    209.365       4.8
   -991.14    209.395       7.8
  -1034.24    209.425       4.2
  -1077.33    209.455       7.1
  -1120.42    209.485       6.7
  -1163.52    209.515       6.5
  -1206.61    209.545       6.3
  -1249.70    209.575       7.4
  -1292.80    209.605       7.8
  -1335.89    209.635       3.5
  -1378.98    209.665       5.6
  -1422.08    209.695       6.5
  -1465.17    209.725       4.1
  -1508.26    209.755       4.2
  -1551.36    209.785       5.6
  -1594.45    209.815       4.8
  -1637.54    209.845       5.2
  -1680.64    209.875       5.1
  -1723.73    209.905       3.3
  -1766.82    209.935       5.9
  -1809.92    209.965       5.0
  -1853.01    209.995       6.5
  -1896.10    210.025       6.1
  -1939.20    210.055       4.8
  -1982.29    210.085       3.7
  -2025.38    210.115       4.3
  -2068.48    210.145       4.9
  -2111.57    210.175       5.7
  -2154.66    210.205       6.1
  -2197.75    210.235       6.8
  -2240.85    210.265       3.9
  -2283.94    210.295       6.8
  -2327.03    210.325       5.3
  -2370.13    210.355       5.5
  -2413.22    210.385       6.9
  -2456.31    210.415       6.7
  -2499.41    210.445       7.2
  -2542.50    210.475       5.7
  -2585.59    210.505       5.2
  -2628.69    210.535       6.2
  -2671.78    210.565       6.1
  -2714.87    210.595       4.4
  -2757.97    210.625       5.7
  -2801.06    210.655       8.7
  -2844.15    210.685       8.0
  -2887.25    210.715       3.6
  -2930.34    210.745       8.5
  -2973.43    210.775       6.2
  -3016.53    210.805       5.9
  -3059.62    210.835       6.0
  -3102.71    210.865       7.6
  -3145.81    210.895       1.5
  -3188.90    210.925       4.6
  -3231.99    210.955       2.2
  -3275.09    210.985       4.9
  -3318.18    211.015       4.3
  -3361.27    211.045       3.4
  -3404.37    211.075       6.0
  -3447.46    211.105       5.6
  -3490.55    211.135       6.6
  -3533.65    211.165       5.5
  -3576.74    211.195       4.5
  -3619.83    211.225       4.9
  -3662.93    211.255       6.8
  -3706.02    211.285       7.6
  -3749.11    211.315       6.6
